person_number,work_date,pay_code,hours,job,labor_level_1,labor_level_2,labor_level_3,shift_count
CNA067,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA067,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA067,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA067,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA067,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA068,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA069,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA070,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA071,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA072,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA073,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA074,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA074,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA074,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA074,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA074,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA074,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT2/CNA,UNITED_HEBREW,U-LT2,CNA,1
CNA075,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA075,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA076,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA077,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA077,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA077,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA077,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA077,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA078,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA079,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA080,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA081,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA082,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA083,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA084,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT3/CNA,UNITED_HEBREW,U-LT3,CNA,1
CNA085,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA085,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA086,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA087,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-02,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-12,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA088,2026-02-15,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-03,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-04,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-05,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-06,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-07,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-08,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-09,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-10,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-11,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-13,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
CNA089,2026-02-14,REG,7.75,UNITED_HEBREW/U-LT4/CNA,UNITED_HEBREW,U-LT4,CNA,1
